x,y1,y2,y3,y4
-14.7,-14.485365,-14.938343,2.7773426,0.85680306
-14.6,-14.616196,-14.300137,2.5407488,-0.1844255
-14.5,-14.45495,-14.402875,2.4154615,0.6556888
-14.4,-14.625871,-14.327808,2.9718812,-0.4023912
-14.3,-14.407242,-13.849564,2.91056,-0.67344743
-14.2,-14.4344225,-14.203887,3.0141447,0.6844568
-14.1,-14.285815,-14.079888,3.0405402,-0.8900492
-14.0,-13.713224,-14.124928,2.9687119,0.7962764
-13.9,-14.053169,-13.8980665,3.0674121,-0.71547157
-13.8,-14.15446,-13.9948635,2.3559914,0.6539531
-13.7,-13.3334465,-13.662125,2.6534605,-1.0148406
-13.6,-14.042557,-13.702784,2.6886039,0.45754227
-13.5,-13.024952,-13.520445,3.0517702,-0.08873897
-13.4,-13.390933,-13.355083,2.1108305,-0.66523653
-13.3,-12.963905,-13.768977,2.923494,1.0711045
-13.2,-13.631745,-13.019471,2.5378227,-1.2346075
-13.1,-13.141841,-12.736565,2.424196,0.44792852
-13.0,-12.977727,-12.857365,2.2949245,-0.6969502
-12.9,-12.91176,-12.683035,2.549525,0.22230117
-12.8,-12.947941,-13.184959,2.1773362,-0.02248131
-12.7,-13.059782,-12.498469,2.1854196,-0.64793766
-12.6,-12.408986,-12.920069,2.4742718,0.82134175
-12.5,-12.494463,-12.458011,2.6022623,-0.96212167
-12.4,-12.268211,-11.964921,2.3057668,-0.2190102
-12.3,-12.492482,-12.320201,2.811865,0.4040831
-12.2,-11.9180565,-12.153637,2.8042545,-1.2262276
-12.1,-12.097184,-11.631608,2.0981562,1.2773483
-12.0,-12.245344,-12.055257,2.6580925,-0.94434947
-11.9,-11.582998,-11.9750805,2.815387,-0.08448038
-11.8,-11.6120405,-12.167582,2.1150389,0.59370583
-11.7,-11.546397,-12.025524,2.8823378,-0.6805643
-11.6,-11.784136,-12.013562,2.8909798,0.59672713
-11.5,-11.02667,-11.728762,2.7398648,0.17318869
-11.4,-10.961592,-11.523349,2.8354175,-1.0608748
-11.3,-11.17788,-10.980279,2.828411,1.0334717
-11.2,-11.29751,-11.143577,2.8720746,0.02835931
-11.1,-11.100609,-11.535221,2.5372245,-0.7880857
-11.0,-11.01032,-11.377132,2.335398,0.5388442
-10.9,-10.706273,-10.720868,2.8421328,-0.9371447
-10.8,-11.196024,-10.670373,2.6004245,-0.8669139
-10.7,-10.766142,-10.254771,2.215343,0.5633576
-10.6,-10.595156,-10.160337,2.2690923,-0.44395772
-10.5,-10.94616,-10.593311,1.9918264,-0.64183956
-10.4,-10.227294,-10.258794,2.2344928,1.2725376
-10.3,-10.479089,-10.424443,2.3542519,-1.1128556
-10.2,-10.433226,-9.761529,2.0284925,-0.5529529
-10.1,-9.951724,-10.069942,2.7853658,0.5009204
-10.0,-9.931533,-9.917891,2.7173393,-0.31584284
-9.9,-10.05193,-10.240489,2.5205746,-1.0470384
-9.8,-9.652275,-9.433791,2.5297801,1.1565697
-9.7,-9.556454,-10.194317,1.9812571,-0.62654746
-9.6,-9.393021,-10.096694,2.735324,-1.1169342
-9.5,-9.376886,-9.56968,2.178183,0.97194636
-9.4,-9.11163,-9.842118,2.515518,-0.0920378
-9.3,-9.564469,-9.257718,2.4539862,-0.8036334
-9.2,-9.62191,-9.395497,1.8372415,0.5416642
-9.1,-9.155116,-9.059338,2.3008063,1.242953
-9.0,-8.767422,-9.1045065,2.1977684,-0.32369226
-8.9,-9.252145,-8.56527,2.4048417,-0.60992974
-8.8,-8.614437,-8.886331,2.6615822,1.217254
-8.7,-8.287072,-8.784749,2.5797174,0.19696513
-8.6,-8.900308,-8.307474,2.4021986,-1.0935507
-8.5,-8.928471,-8.203018,1.86237,-0.41792065
-8.4,-8.590938,-8.3426285,1.6657335,1.2995633
-8.3,-8.525478,-8.563465,1.7130699,-0.54849243
-8.2,-8.369846,-8.519601,2.1411843,-0.8378294
-8.1,-8.027874,-8.497844,1.6696448,0.16363499
-8.0,-8.158882,-8.296865,2.2491977,1.3020259
-7.9,-8.319716,-8.347775,1.7849264,-0.14287739
-7.8,-7.6085696,-7.7150946,2.326126,-1.3800498
-7.7,-7.582868,-7.3563285,1.997954,0.5374193
-7.6,-7.1018195,-7.133126,2.1006145,0.571335
-7.5,-7.8661494,-7.364721,2.242659,0.13938175
-7.4,-7.292962,-6.9097977,2.4556196,-0.5692048
-7.3,-7.725018,-7.5327344,1.8804524,0.15786114
-7.2,-7.2436414,-7.6910996,2.0233297,0.7019043
-7.1,-6.6717935,-7.2796774,1.7989138,0.40072474
-7.0,-7.120559,-6.6356087,2.068824,-0.5778211
-6.9,-6.900594,-6.625195,1.7104949,-0.82585245
-6.8,-6.949247,-6.6818624,2.0386267,0.93343484
-6.7,-6.86245,-6.3866906,2.275721,1.1345943
-6.6,-6.1608915,-6.5152397,2.1473815,-0.042594597
-6.5,-6.695856,-6.1653357,1.4917345,-1.4783794
-6.4,-6.4310384,-5.9870353,1.5006385,-0.33173046
-6.3,-6.1476855,-6.7850833,2.0785544,0.5294432
-6.2,-5.903441,-5.852591,1.7477821,0.9906308
-6.1,-5.91402,-6.1450076,2.2546737,-0.61709744
-6.0,-6.33142,-5.781951,1.7940441,-0.65551335
-5.9,-6.2950687,-5.7393603,1.9752442,-0.5886789
-5.8,-5.539227,-5.8371825,2.0195725,0.40511215
-5.7,-6.1919785,-5.307604,1.5828127,0.40450197
-5.6,-5.6238847,-5.2668176,1.5526682,-0.5123632
-5.5,-5.371789,-5.2436833,1.289668,-0.96917236
-5.4,-5.5038605,-5.8987536,2.000638,-0.5059762
-5.3,-5.7204204,-4.806922,1.4888314,0.006047334
-5.2,-4.849887,-5.6721053,2.0289266,0.9208432
-5.1,-4.9826064,-5.285886,1.6295958,0.47663024
-5.0,-5.016615,-4.5018754,1.553571,-0.35649773
-4.9,-4.8426886,-5.1206813,1.171644,-0.9657031
-4.8,-4.6386347,-4.667844,1.5574272,-1.0580989
-4.7,-4.644349,-4.7237444,1.8241793,0.24355039
-4.6,-4.4515066,-4.478018,1.0426621,0.92185754
-4.5,-4.482872,-4.0670133,1.6422482,0.6931304
-4.4,-3.983106,-4.554421,1.2311836,0.08341244
-4.3,-4.0403686,-4.3097343,1.2882253,-0.14721905
-4.2,-4.1987896,-4.2101,1.8105599,-0.5103109
-4.1,-4.393747,-4.4506173,1.5470779,-1.0380833
-4.0,-3.601177,-3.9471972,1.792951,-0.12384084
-3.9,-4.0406275,-3.99956,1.0896269,0.5916754
-3.8,-3.51129,-3.6328468,1.5634695,0.75903785
-3.7,-3.7750535,-4.0797668,0.9033811,0.98024344
-3.6,-3.804853,-3.5970726,1.3119984,0.38707086
-3.5,-3.2217565,-3.5905623,1.7456561,-0.6953149
-3.4,-3.6258068,-3.6423662,0.96239495,-0.56687695
-3.3,-3.0688248,-3.3600879,0.932008,-0.9742435
-3.2,-3.155597,-2.924104,1.0506147,-0.5805211
-3.1,-3.4589121,-3.3001478,1.2407695,-0.67548376
-3.0,-3.2532394,-3.3077583,1.0397187,0.09354689
-2.9,-3.3896837,-2.6837983,0.91765755,0.6020937
-2.8,-3.1638286,-2.830507,1.2960271,1.256227
-2.7,-2.42275,-2.5753253,0.4952912,1.2968329
-2.6,-2.5108776,-2.3906457,0.9418475,0.042760074
-2.5,-2.4592268,-2.9032912,0.7710549,0.41127506
-2.4,-2.865363,-2.6540542,0.7964963,-0.98921025
-2.3,-2.6664898,-2.714363,0.52192014,-1.0694343
-2.2,-1.8629795,-1.9524623,0.82785267,-0.5735437
-2.1,-1.6901249,-2.1389809,1.1079934,-1.0847801
-2.0,-2.4231606,-1.9354972,0.27958903,-0.6042376
-1.9,-2.1343994,-1.9687334,1.030402,-0.3001274
-1.8,-1.4582757,-1.6746075,0.73341805,-0.39069617
-1.7,-1.8612163,-2.1173432,0.39015538,0.5100386
-1.6,-1.3346142,-1.6370512,0.7536072,0.30359307
-1.5,-1.9847167,-1.9725143,0.5742364,0.58586895
-1.4,-1.5937455,-0.90136653,0.45100564,0.7631479
-1.3,-1.4238873,-1.4134719,-0.08111061,0.603066
-1.2,-1.3546889,-1.0176336,0.5145783,1.3503323
-1.1,-0.7957224,-0.90253776,0.37240183,1.1182358
-1.0,-1.1421745,-1.2427442,-0.22193642,0.5961918
-0.9,-0.52148014,-0.77092695,0.32331795,0.47003186
-0.8,-0.7330271,-1.2079864,-0.19317289,0.8213841
-0.7,-0.3991599,-0.6788263,-0.11706116,0.20163907
-0.6,-0.7915674,-0.453215,-0.16126046,0.65680325
-0.5,-0.2321842,-0.3358599,-0.49207282,0.033445355
-0.4,-0.39027783,-0.5312596,-1.004821,0.40800315
-0.3,0.05070866,-0.106282316,-1.5286275,0.028120205
-0.2,-0.25394502,-0.35991526,-1.8942184,0.31679368
-0.1,0.35861462,-0.3799659,-2.2780855,-0.30294722
2.842171e-13,-0.16134971,0.44325387,-28.628199,-0.44605595
0.1,0.15097907,0.14647822,-1.9644332,0.37368947
0.2,-0.3175072,0.12992354,-1.8094279,0.3174516
0.3,-0.7683014,0.627475,-0.82895917,0.27953604
0.4,-0.10060071,0.30754313,-0.5367617,0.4043637
0.5,-0.5167393,0.2773061,-0.3464417,0.48850238
0.6,-0.2750936,0.5885683,-0.03331067,-0.002422308
0.7,-0.4099721,0.55157095,0.01760947,0.76607084
0.8,-1.2471626,0.6445537,-0.5592119,0.3798398
0.9,-1.1762105,0.8820837,-0.5464987,0.39372882
1.0,-0.52387893,1.3181174,0.3395939,1.1912358
1.1,-1.3902353,0.7013305,0.0816466,1.4021763
1.2,-0.7549333,0.8447437,-0.25296342,0.550982
1.3,-1.4638699,1.6510309,-0.021931894,1.2968496
1.4,-1.8251909,1.0652655,0.638473,1.2204883
1.5,-1.8896034,1.7644473,0.5615208,0.60517555
1.6,-1.4058694,1.3704112,0.5754347,0.97476923
1.7,-1.9224101,2.0997276,0.5136684,0.30791017
1.8,-1.6686095,1.6203657,0.330049,-0.59043884
1.9,-1.4410272,2.2342956,0.6726643,-0.8901607
2.0,-1.8294467,1.9954336,0.9617679,-0.40832007
2.1,-1.6914141,2.4466288,0.469761,-0.6243141
2.2,-2.0020366,2.4907763,0.769538,-1.2623173
2.3,-2.0229383,2.0541172,0.784182,-0.3776913
2.4,-2.0177422,2.4832094,0.9169141,-0.022297477
2.5,-2.7947145,2.5664015,0.7057787,0.2770068
2.6,-2.9363573,2.8164816,0.68392634,0.5219497
2.7,-3.0831013,2.4781017,0.9665704,0.83403605
2.8,-2.933119,2.5808907,0.5605058,1.4512529
2.9,-2.771339,2.761158,1.0113481,0.64693135
3.0,-3.422396,2.9752212,0.93441314,0.18216465
3.1,-3.2137456,2.6836767,0.9129634,-0.12193953
3.2,-3.3155363,3.2262974,1.4570131,-0.663743
3.3,-3.5423064,2.9513655,1.4985284,-0.6130991
3.4,-3.3306572,3.7191443,1.3213167,-0.9348331
3.5,-3.3565469,3.1376255,1.4708393,-0.589976
3.6,-3.3470287,3.1876235,1.0030303,0.82374114
3.7,-3.295954,3.237107,1.4202814,0.74605805
3.8,-3.3744297,3.4108756,1.6025319,0.98963267
3.9,-4.1935163,3.7883244,1.5624369,0.66071475
4.0,-4.1400995,4.2363276,1.4192572,-0.507473
4.1,-4.4407053,3.898345,1.7611308,-1.3312348
4.2,-4.1353483,4.3242683,1.6552563,-1.049934
4.3,-3.8856966,4.60333,1.4969758,-0.47009367
4.4,-4.4020867,4.101709,1.0571858,0.5713692
4.5,-4.321642,4.4333553,1.6677454,1.0736614
4.6,-4.644169,4.764211,1.1715298,1.1567739
4.7,-4.9641433,4.8911414,1.6200824,-0.5908069
4.8,-4.5678916,4.74166,1.1484853,-0.69547373
4.9,-5.2414503,4.585531,1.4986408,-0.62421083
5.0,-4.6296716,5.3446794,2.0009778,-0.3907798
5.1,-5.0044155,5.328357,1.8589096,0.27192873
5.2,-5.1144233,5.1935134,2.0438445,1.1521997
5.3,-5.7339134,5.4272695,1.889486,0.41402277
5.4,-5.752284,5.6803203,2.0841966,-0.28838763
5.5,-5.5257506,5.94282,1.4219664,-0.78729975
5.6,-5.5221996,6.0590577,1.7896495,-0.23004425
5.7,-5.5455756,6.1600432,1.4018581,0.616436
5.8,-6.065269,5.467046,1.7103653,1.2443378
5.9,-6.369009,5.824603,1.7973696,-0.17351879
6.0,-5.9536285,6.234606,2.1522517,-1.3915346
6.1,-6.0020466,5.6040726,2.1938474,-0.5486119
6.2,-6.664843,6.052739,2.1373887,1.1551164
6.3,-6.570717,6.71698,1.607792,1.191781
6.4,-6.5329113,6.034231,2.1982028,-0.17124581
6.5,-6.176285,6.7357993,1.6058253,-1.332549
6.6,-6.7767525,6.1552806,1.5784984,-0.75359225
6.7,-6.4042616,6.96027,1.6108814,0.99501044
6.8,-7.2385225,7.128444,2.1049979,1.0149041
6.9,-6.6819873,6.8812594,2.2304847,-0.6327464
7.0,-6.7834926,6.5303264,1.7561127,-0.8934303
7.1,-6.8760204,6.806593,1.6853513,0.593804
7.2,-7.650405,7.458601,2.2088888,1.3714887
7.3,-7.6831374,7.431452,2.1028967,0.07962595
7.4,-7.620683,7.139309,1.5549473,-1.2214111
7.5,-7.1744165,7.3602457,2.0306919,-0.15195979
7.6,-8.004858,7.232492,1.9648472,1.3357037
7.7,-7.7873054,7.982625,1.7332251,-0.07094912
7.8,-8.26122,7.8127375,1.7686279,-1.1004097
7.9,-8.043492,7.7533364,1.6170211,-0.75647986
8.0,-7.730228,7.562554,2.5166903,0.66474676
8.1,-7.7489867,8.3301525,2.144167,0.50911456
8.2,-8.02196,8.631515,1.6353838,-0.7815843
8.3,-7.894559,8.191558,2.2493825,-0.47011298
8.4,-8.556472,8.703468,2.1195788,1.4133043
8.5,-8.795874,8.417314,2.405183,-0.35846585
8.6,-8.971974,8.956436,2.2757864,-1.2366506
8.7,-8.558559,9.009364,2.06758,0.50407624
8.8,-8.851297,8.381077,2.2435644,1.1599426
8.9,-8.961684,9.157348,2.1974785,-1.0287567
9.0,-8.713923,9.017283,2.0433683,-0.5847661
9.1,-8.606536,9.0706,2.2598116,0.55176586
9.2,-8.756595,8.735128,1.8828281,0.32831207
9.3,-9.680624,9.590934,1.9987545,-0.8105446
9.4,-9.732666,9.150004,1.998715,0.4290078
9.5,-9.377299,9.133372,1.7515278,0.30046168
9.6,-9.317634,9.879005,2.1751752,-0.45190048
9.7,-9.416208,9.30519,2.207256,-0.18740344
9.8,-9.604135,10.175679,2.5285707,1.2280952
9.9,-9.567299,9.992714,1.8718032,-0.17766657
10.0,-10.207091,10.2344675,2.3924308,-0.7920723
10.1,-9.963602,9.88745,2.6559794,0.5396558
10.2,-10.027043,10.310136,1.8337705,0.084203005
10.3,-10.625763,10.406553,2.0110548,-0.71987104
10.4,-10.029009,10.634812,1.9379234,1.3426815
10.5,-10.690465,10.912811,2.4118502,-0.49600852
10.6,-10.382074,10.831505,1.9572214,-0.89297533
10.7,-10.572034,10.811877,2.7392786,1.1634221
10.8,-10.974926,10.915069,2.4812028,-0.10954293
10.9,-11.062847,11.305163,2.04406,-1.0251526
11.0,-11.401181,10.922427,2.3308847,1.4188489
11.1,-11.196136,11.590477,2.6944563,-0.26376238
11.2,-11.448146,10.753932,2.7522953,-0.678419
11.3,-11.281262,11.795776,2.7680397,1.1792642
11.4,-11.289849,11.065446,2.8896923,-0.67489696
11.5,-11.815932,11.213953,2.1352031,0.33231202
11.6,-11.920906,11.106919,2.5533397,0.6466395
11.7,-11.830197,12.010336,2.6678965,-1.0539725
11.8,-11.716868,11.86838,2.965955,0.44689238
11.9,-12.171049,11.427178,2.3270645,-0.51470196
12.0,-11.671924,12.479044,2.4385014,-0.5885428
12.1,-11.652357,12.199571,2.0740116,1.1060683
12.2,-11.981271,11.829866,2.599314,-0.53795284
12.3,-12.542179,12.42768,2.993895,0.04401047
12.4,-12.120057,12.3620825,2.6700244,0.13537203
12.5,-12.575421,12.080592,2.7958603,-0.98522806
12.6,-12.290974,12.588267,3.02506,1.2542844
12.7,-12.710632,13.079829,2.3759837,-1.1479789
12.8,-13.10338,12.611015,2.972287,0.7524662
12.9,-12.990009,12.788251,2.9581625,0.52387583
13.0,-13.348778,12.523145,2.75893,-0.7451969
13.1,-13.437288,13.417765,2.8088257,0.7113547
13.2,-13.2300005,13.238894,2.3364205,-1.0735544
13.3,-13.5953,12.977422,2.2319016,0.65786403
13.4,-13.832965,13.476639,2.5071692,-0.40001425
13.5,-13.67489,13.821086,2.4694192,0.20727657
13.6,-13.408401,13.628508,2.407897,-0.00358818
13.7,-13.53024,13.211945,2.8395321,-0.32971638
13.8,-13.549905,13.572925,2.2681355,1.2994707
13.9,-13.44466,13.824336,2.794614,-0.81724817
14.0,-14.134767,14.241888,2.8140929,1.2143958
14.1,-13.906016,13.655864,2.9980574,-0.624026
14.2,-14.130206,14.301138,2.9428566,0.62639
14.3,-14.620746,14.240407,3.0119503,-0.2123273
14.4,-14.66466,14.13457,2.7306867,0.15538031
14.5,-14.990702,14.972611,2.855679,-0.06830437
14.6,-14.63487,14.647512,2.2036436,-0.0882483
14.7,-14.758351,15.109256,2.696505,0.40131658
14.8,-14.333439,15.10295,3.0605986,-0.9888042
14.9,-14.458099,14.790539,2.4692159,1.0016317
15.0,-15.346889,14.818725,2.4250343,-0.84162056
15.1,-15.066849,14.683337,2.350121,0.9345767
15.2,-15.027035,15.004202,3.1762905,-1.4083515
15.3,-15.466725,15.767718,3.0783248,1.3264434
15.4,-15.274834,15.063759,3.0827367,-0.6070636
15.5,-15.600543,15.009948,3.1644444,0.72475237
15.6,-15.368841,15.13698,3.1505625,-0.89872277
15.7,-16.00822,15.716828,2.3053777,1.0357739
15.8,-15.503454,15.423132,3.2268345,-0.5642165
15.9,-15.794909,15.431908,3.1205785,1.494988
16.0,-16.338598,15.847099,2.6724093,-1.0978997
16.1,-15.761981,15.828194,2.993819,0.9537684
16.2,-16.041494,16.58654,3.254956,-1.3780907
16.3,-16.408556,15.891219,2.859062,0.7049237
16.4,-16.810787,16.060171,3.2176168,-1.3326025
16.5,-16.762707,16.54946,2.4724529,0.6522562
16.6,-16.366898,16.189352,2.5720859,-0.9573153
16.7,-16.297867,16.616405,2.5631092,0.6888196
16.8,-17.139656,17.272194,3.178285,-0.6019289
16.9,-16.454308,17.011583,3.1750665,-0.087563865
17.0,-17.118797,17.259552,3.1326208,-0.19909662
17.1,-16.745829,17.50721,3.0988035,-0.67545485
17.2,-17.339636,17.471828,2.9636238,0.6535968
17.3,-17.19922,17.12097,2.3878138,-0.24973236
17.4,-17.149265,17.487144,3.3501415,0.61711794
17.5,-17.618525,17.579023,3.114243,-1.1516024
17.6,-17.852465,17.666916,3.049528,0.48038533
17.7,-18.11441,17.604803,2.8748891,-0.29808995
17.8,-18.16909,18.032701,2.7085016,0.63581187
17.9,-17.793358,17.468367,3.1851418,0.30902877
18.0,-17.978294,18.107502,2.7777884,-0.47721297
18.1,-18.534365,18.34158,2.8352277,0.37400562
18.2,-18.05022,17.776638,2.5160024,-0.86568254
18.3,-18.005663,17.898651,2.4366364,1.2011169
18.4,-18.702848,18.597576,3.133659,-0.8453565
18.5,-18.87531,18.629742,3.3999915,0.59821093
18.6,-18.903143,18.477543,3.323947,0.44806972
18.7,-18.815578,18.253847,3.1333501,-0.84385055
18.8,-18.499922,18.338362,3.3754628,0.7231033
18.9,-18.825901,19.002682,2.8129919,-0.62529457
19.0,-19.262928,18.76433,3.0259306,-0.022337567
19.1,-18.994642,19.446346,2.980826,0.5177622
19.2,-19.270866,18.879238,3.2829816,-1.1596372
19.3,-19.376484,19.046846,2.60165,1.450571
19.4,-19.189314,19.097237,3.4123857,-0.7670979
19.5,-19.455544,19.838377,3.0259068,-0.05917591
19.6,-19.202501,20.065678,2.9829817,0.5596802
19.7,-19.381788,19.34013,3.33191,-1.0639783
19.8,-19.810316,19.69185,3.2293108,0.5919981
19.9,-20.087667,19.632687,3.0812938,0.5775848
